Date,Open,Low,High,Close,Avg,Volume,Count
02.09.2019,407.00,406.00,413.20,412.00,409.95,2 126 711 569.50,16 615
30.08.2019,406.45,405.70,409.35,406.95,407.20,1 401 613 420.50,11 866
29.08.2019,405.00,404.80,408.00,406.25,406.20,1 350 553 234.00,10 825
28.08.2019,406.45,403.80,406.80,404.80,405.00,1 510 017 433.50,14 718
27.08.2019,406.50,403.10,406.50,406.50,405.55,1 968 536 483.00,11 450
26.08.2019,403.00,402.95,406.95,405.70,405.70,686 475 199.50,6 612
23.08.2019,407.30,404.40,408.35,405.60,406.40,1 288 510 314.00,12 432
22.08.2019,410.40,406.00,411.65,406.00,408.10,1 308 619 451.00,15 765
21.08.2019,416.95,410.00,416.95,410.40,412.65,2 145 469 468.00,18 642
20.08.2019,405.45,404.75,409.95,407.90,406.95,1 824 747 787.00,14 499
19.08.2019,406.45,402.30,407.85,404.00,404.35,1 752 286 868.50,12 367
16.08.2019,405.55,404.00,406.80,404.75,405.60,1 029 617 429.00,9 348
15.08.2019,402.20,400.05,405.20,404.25,403.05,1 315 046 112.50,12 854
14.08.2019,406.00,397.70,407.00,400.15,402.00,2 134 633 414.50,16 193
13.08.2019,402.40,400.70,408.45,405.30,405.00,1 489 465 214.00,12 287
12.08.2019,405.00,401.40,407.30,402.40,403.75,1 430 304 809.50,11 885
09.08.2019,407.50,404.30,407.95,404.60,405.80,1 018 305 140.00,11 170
08.08.2019,408.10,406.60,409.60,406.60,408.40,1 097 601 989.00,10 744
07.08.2019,411.05,405.35,411.45,406.55,408.20,1 994 090 747.00,18 008
06.08.2019,407.05,406.55,412.35,412.00,409.75,1 650 015 535.00,15 761
05.08.2019,411.50,405.70,413.85,406.30,408.65,1 901 589 199.50,21 072
02.08.2019,416.90,411.75,418.00,411.75,414.30,2 059 995 752.50,17 751
01.08.2019,419.50,417.20,421.10,419.40,418.50,659 688 041.00,7 546
31.07.2019,420.50,418.70,422.70,421.95,421.25,698 305 051.00,5 682
30.07.2019,422.80,418.15,423.10,420.45,420.50,471 156 353.00,6 057
29.07.2019,424.10,420.05,425.50,421.90,422.35,584 658 781.50,5 427
26.07.2019,428.95,423.50,429.85,423.50,427.35,991 038 159.50,8 961
25.07.2019,428.45,425.60,429.45,428.95,427.65,931 314 992.50,6 449
24.07.2019,428.60,426.10,429.85,427.60,427.75,690 379 492.00,5 191
23.07.2019,420.75,420.60,431.15,428.00,428.25,1 551 444 159.50,11 115
22.07.2019,416.00,415.25,423.95,420.45,421.85,675 343 014.00,4 836
19.07.2019,418.75,418.10,420.65,420.45,419.80,494 271 581.50,4 207
18.07.2019,420.35,416.70,421.25,417.00,418.35,796 956 110.50,5 656
17.07.2019,418.55,416.50,421.10,421.10,419.55,1 006 034 768.00,6 623
16.07.2019,417.90,417.85,420.80,420.40,419.75,494 026 199.00,4 297
15.07.2019,421.30,418.20,422.30,418.40,419.75,539 566 072.50,4 913
12.07.2019,418.40,415.05,421.30,419.25,418.75,839 030 685.50,6 416
11.07.2019,425.10,417.30,425.10,418.40,420.25,1 257 066 641.50,8 295
10.07.2019,421.75,419.20,425.90,423.25,423.40,1 405 124 314.50,9 743
09.07.2019,419.10,419.10,424.50,420.95,422.10,934 571 941.50,7 422
08.07.2019,417.95,417.20,421.90,419.25,420.10,1 140 143 276.00,8 661
05.07.2019,422.90,416.30,424.55,418.65,419.75,1 434 613 085.50,10 275
04.07.2019,421.80,417.85,422.85,422.55,421.45,734 135 802.00,5 849
03.07.2019,416.90,414.75,422.20,420.00,419.60,1 133 698 909.50,8 958
02.07.2019,417.85,415.10,420.15,417.00,417.10,875 376 875.50,7 069
01.07.2019,417.50,416.30,422.80,417.80,419.80,1 718 085 773.00,12 559
28.06.2019,415.00,412.60,415.50,414.50,413.80,802 280 966.50,7 163
27.06.2019,417.05,412.75,418.40,415.10,415.40,1 107 891 522.50,9 369
26.06.2019,413.10,412.55,417.80,415.90,415.70,1 512 900 392.50,11 113
25.06.2019,415.00,410.40,415.60,412.15,412.35,1 074 716 857.00,8 528
24.06.2019,419.00,415.50,420.75,416.45,417.45,1 243 085 906.00,8 329
21.06.2019,419.20,414.55,420.00,419.10,417.90,2 204 924 291.00,11 358
20.06.2019,411.10,409.45,419.75,419.75,415.00,3 716 078 480.00,26 013
19.06.2019,411.95,408.00,412.75,409.25,409.70,1 430 493 800.00,13 248
18.06.2019,408.50,407.10,411.70,411.70,409.40,1 889 795 086.50,15 120
17.06.2019,409.55,407.80,415.00,408.10,410.60,2 142 188 590.50,18 098
14.06.2019,414.80,408.00,416.65,408.00,412.50,2 824 844 779.50,24 792
13.06.2019,421.35,420.15,425.60,422.00,422.85,2 093 780 198.50,14 333
11.06.2019,421.95,420.75,425.50,422.90,422.65,1 624 073 385.50,11 233
10.06.2019,421.70,420.10,424.25,422.00,421.75,1 105 563 373.00,9 777
07.06.2019,425.40,419.30,426.55,419.55,422.30,2 201 898 610.00,16 550
06.06.2019,427.00,419.60,428.40,422.90,423.25,1 864 075 388.50,14 342
05.06.2019,436.00,425.65,436.00,426.20,429.25,1 240 222 487.50,10 113
04.06.2019,438.30,433.50,445.05,435.00,438.35,2 636 105 464.50,16 144
03.06.2019,428.00,424.35,438.90,438.90,430.80,2 603 277 676.00,14 351
31.05.2019,436.50,428.30,438.10,433.00,431.90,1 888 973 732.50,12 552
30.05.2019,440.00,437.00,440.95,439.00,439.05,1 510 365 653.00,10 102
29.05.2019,429.00,426.80,437.00,437.00,433.85,2 065 576 825.00,12 242
28.05.2019,423.90,423.90,435.75,431.80,431.70,3 262 493 262.00,15 767
27.05.2019,422.00,422.00,426.55,425.40,424.60,314 684 169.50,3 247
24.05.2019,418.10,417.30,427.85,423.00,424.15,1 435 419 692.50,10 627
23.05.2019,413.65,411.80,420.00,417.05,416.15,1 611 173 897.50,11 717
22.05.2019,416.50,413.60,420.35,414.00,416.80,1 293 369 223.50,9 410
21.05.2019,409.35,408.00,420.00,415.95,416.15,1 636 799 412.00,11 767
20.05.2019,414.40,408.10,415.45,408.20,410.95,933 717 563.50,7 401
17.05.2019,411.00,410.60,415.60,413.00,413.70,1 002 755 092.50,7 431
16.05.2019,413.70,410.60,415.40,412.00,413.25,1 552 668 218.00,10 208
15.05.2019,421.85,413.10,421.85,413.70,415.50,1 590 223 044.00,11 894
14.05.2019,420.00,419.55,422.80,420.95,420.85,1 347 756 588.00,9 323
13.05.2019,415.00,414.25,423.05,417.20,419.75,1 618 078 812.50,12 234
10.05.2019,420.00,413.55,423.15,413.75,415.85,903 160 177.00,7 923
08.05.2019,421.50,418.05,423.80,420.40,421.20,946 574 398.00,7 487
07.05.2019,426.75,416.90,427.25,422.00,421.20,1 210 013 401.00,9 444
06.05.2019,421.20,418.00,425.40,425.00,421.20,607 064 724.00,5 940
03.05.2019,425.15,421.80,427.60,423.55,424.20,684 621 969.00,6 929
02.05.2019,427.75,421.80,427.80,423.25,423.50,1 270 408 116.00,9 110
30.04.2019,433.95,426.80,434.40,428.80,429.05,1 534 610 879.00,10 179
29.04.2019,433.00,429.50,435.75,433.70,432.10,689 373 958.50,5 659
26.04.2019,435.10,428.05,435.35,434.45,431.85,1 598 065 076.50,10 370
25.04.2019,441.00,432.95,441.20,436.00,437.30,1 571 165 527.00,11 748
24.04.2019,442.00,436.70,442.00,441.30,438.90,1 445 691 242.00,9 682
23.04.2019,440.95,437.70,449.00,441.00,443.40,2 620 658 837.00,17 434
22.04.2019,434.75,432.95,440.95,439.60,438.50,1 047 627 081.50,8 240
19.04.2019,437.00,431.10,437.00,432.00,433.05,505 021 680.50,4 756
18.04.2019,435.65,432.55,437.75,435.65,434.80,1 035 661 911.50,8 199
17.04.2019,437.40,435.75,441.00,436.50,438.55,1 563 792 082.50,11 420
16.04.2019,430.00,428.55,436.70,435.15,433.00,2 240 640 349.00,15 254
15.04.2019,432.00,426.40,434.90,428.90,430.95,1 233 847 246.00,9 304
12.04.2019,433.00,430.00,437.25,432.50,433.70,1 632 073 850.50,12 424
11.04.2019,425.50,424.00,436.25,431.00,431.45,2 581 320 959.00,18 110
10.04.2019,415.05,413.85,425.50,425.50,421.05,1 358 828 024.50,11 402
09.04.2019,422.00,413.60,423.85,415.90,417.25,1 787 791 141.50,13 870
08.04.2019,423.00,418.20,425.40,420.90,421.35,1 241 552 478.50,8 774
05.04.2019,422.85,421.10,425.75,421.50,423.60,1 076 761 488.50,8 675
04.04.2019,418.10,416.95,423.75,422.45,421.40,1 114 343 309.50,8 265
03.04.2019,419.50,417.30,421.70,417.95,419.45,934 325 452.50,7 103
02.04.2019,420.00,416.60,423.20,418.00,419.50,1 034 190 348.50,8 680
01.04.2019,413.00,411.90,421.25,419.70,418.35,2 106 223 586.00,16 156
29.03.2019,407.75,406.05,412.90,412.00,409.70,1 906 659 780.50,12 314
28.03.2019,404.55,404.00,409.30,407.50,407.10,783 274 949.00,6 788
27.03.2019,405.55,402.55,408.00,404.35,405.20,1 115 904 101.00,8 585
26.03.2019,404.00,402.15,409.70,405.20,407.20,819 723 112.50,6 580
25.03.2019,405.95,400.00,405.95,404.25,402.70,1 332 120 280.50,10 334
22.03.2019,409.90,405.70,410.70,408.40,407.50,990 611 146.00,8 581
21.03.2019,408.00,405.65,410.45,409.50,408.30,2 148 463 328.00,16 680
20.03.2019,399.45,396.80,408.50,408.50,402.85,1 631 902 921.00,14 182
19.03.2019,399.00,396.80,399.85,399.00,398.05,767 532 026.00,7 233
18.03.2019,399.70,396.20,399.70,399.00,398.00,1 064 246 088.00,10 783
15.03.2019,401.00,397.40,402.50,401.25,400.00,1 437 994 033.50,8 138
14.03.2019,400.30,398.30,407.80,398.30,402.15,2 169 732 299.50,15 513
13.03.2019,397.50,395.60,400.10,400.00,398.20,1 015 053 900.00,10 215
12.03.2019,400.00,395.00,400.35,397.50,397.45,1 304 269 420.00,11 083
